clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1380_1440_17.wav,_MBCVvbtdtI.wav,violin,4m5SyH65GI8.wav,chainsaw,4i9DgH80kDg.wav,guitar,5zpubyVa1D0.wav,cooking,7S88FsFE5EE.wav,aircraft
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1260_1320_24.wav,ASxEJ81lnBw.wav,drums,ScCa7fZ-xPA.wav,goat,__LU8E6dUsI.wav,cello,kjGjMDpTzvs.wav,dishes,WGqz-OVwLGs.wav,vacuum
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1260_1320_51.wav,-zI7FN8cMIE.wav,vehicle,f-DZlg2DFWE.wav,horse,7S88FsFE5EE.wav,aircraft,5V9NCu-O1jw.wav,smoke_alarm,h5NTDVXiTiI.wav,chainsaw
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1560_1620_31.wav,dkpsxpeLY-M.wav,fireworks,kHNWRR0hJ08.wav,chainsaw,-zI7FN8cMIE.wav,vehicle,FR9qGkCa78M.wav,dishes,1FnA3w94zXI.wav,guitar
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1380_1440_21.wav,6mEVsmeDknA.wav,dog,1KpvQAM14Ic.wav,water,7S88FsFE5EE.wav,aircraft,h5NTDVXiTiI.wav,chainsaw,eH1gJGRw_VU.wav,pig
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1140_1200_3.wav,-StCvzCSVdA.wav,fire,4m5SyH65GI8.wav,chainsaw,A3CJkhyupM0.wav,emergency_vehicle,42P93B_GzGA.wav,vehicle,0Rjyih3W0Is.wav,flute
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1440_1500_1.wav,BvQz8thsH1A.wav,indoor_running_water,ZRJhu8MaDpA.wav,smoke_alarm,-3IYpJfLVJk.wav,horse,7S88FsFE5EE.wav,aircraft,YBiSoKph78E.wav,baby
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1260_1320_29.wav,AW3s9S3xEQ0.wav,dog,ApIuCbTZuxc.wav,saxophone,4go6CQ_RhYQ.wav,indoor_light_machines,4Tpy1lsfcSM.wav,vehicle,9q2xqtfEgdo.wav,fire
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1620_1680_56.wav,6mEVsmeDknA.wav,dog,7gTiMEazgmE.wav,flute,SVsg07esckU.wav,indoor_light_machines,8bB2BcjSzBU.wav,fire,3V7-llXothY.wav,vehicle
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1380_1440_52.wav,0Rjyih3W0Is.wav,flute,EqoNfprjKCY.wav,indoor_light_machines,6JxWhhZmGCs.wav,drums,Tim7zUFj1f4.wav,dishes,rmyjT-6mWwk.wav,flute
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1200_1260_31.wav,C4m1KHjp03M.wav,cello,7Zdx0YrzHVk.wav,fire,1KpvQAM14Ic.wav,water,7jzx664u5DA.wav,saxophone,9rVmT_jQlkM.wav,fireworks
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1740_1800_5.wav,qsupx-IXOzU.wav,saxophone,-StCvzCSVdA.wav,fire,j3s5qw5rSy4.wav,goat,EqoNfprjKCY.wav,indoor_light_machines,4_cfXx3iLes.wav,emergency_vehicle
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1620_1680_37.wav,PRlARAE-7xQ.wav,cooking,E-nunSOWtMs.wav,emergency_vehicle,ZRJhu8MaDpA.wav,smoke_alarm,YBiSoKph78E.wav,baby,AKzmNMyyMms.wav,emergency_vehicle
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1380_1440_7.wav,J_ZRXchuwNA.wav,horse,hIo3lkALDlg.wav,flute,4go6CQ_RhYQ.wav,indoor_light_machines,BE1qG9iQZlg.wav,dishes,AKzmNMyyMms.wav,emergency_vehicle
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1020_1080_23.wav,SVsg07esckU.wav,indoor_light_machines,42P93B_GzGA.wav,vehicle,0eTrzI5-ong.wav,cello,AOijOUuUWwg.wav,indoor_light_machines,ASxEJ81lnBw.wav,drums
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_0900_0960_4.wav,u5sX_EosnV8.wav,fire,1FnA3w94zXI.wav,guitar,pV1eXruhe0A.wav,pig,8RjJvfW0Q3M.wav,wind,EqoNfprjKCY.wav,indoor_light_machines
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1260_1320_44.wav,4i9DgH80kDg.wav,guitar,ASxEJ81lnBw.wav,drums,D9qpDjafWRM.wav,flute,dkpsxpeLY-M.wav,fireworks,IVZQRMQULlQ.wav,cello
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1200_1260_38.wav,6Sq4_pPoScU.wav,aircraft,9WtK0gh4ugE.wav,emergency_vehicle,1JmYeNQ1jEI.wav,vacuum,Tim7zUFj1f4.wav,dishes,4m5SyH65GI8.wav,chainsaw
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1680_1740_4.wav,s87IYYmn1fQ.wav,saxophone,A3CJkhyupM0.wav,emergency_vehicle,dmHcDWrMH-8.wav,violin,hIo3lkALDlg.wav,flute,AKzmNMyyMms.wav,emergency_vehicle
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1620_1680_5.wav,4_cfXx3iLes.wav,emergency_vehicle,1FnA3w94zXI.wav,guitar,WGqz-OVwLGs.wav,vacuum,ScCa7fZ-xPA.wav,goat,5Y-1he25j9E.wav,dog
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1260_1320_6.wav,-3IYpJfLVJk.wav,horse,H7B8mdI38Eg.wav,cooking,YBiSoKph78E.wav,baby,MCa8xcBlBe8.wav,fireworks,__LU8E6dUsI.wav,cello
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1620_1680_31.wav,ARCyuCLGlmc.wav,wind,eH1gJGRw_VU.wav,pig,6jirqq-c7E0.wav,saxophone,MZTcAV-VIvs.wav,saxophone,IVZQRMQULlQ.wav,cello
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1260_1320_47.wav,MCa8xcBlBe8.wav,fireworks,AW3s9S3xEQ0.wav,dog,4go6CQ_RhYQ.wav,indoor_light_machines,jUlH1iDMg3Y.wav,saxophone,dYh1Iqtfbsc.wav,sheep
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1140_1200_45.wav,9WtK0gh4ugE.wav,emergency_vehicle,j3s5qw5rSy4.wav,goat,pV1eXruhe0A.wav,pig,Ma-Du3vlVpU.wav,goat,F0StNDt5xE8.wav,drums
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1740_1800_23.wav,6jirqq-c7E0.wav,saxophone,B5u3PG7PWDE.wav,indoor_running_water,Ps_FhOvSmTM.wav,saxophone,KTo-TxTrfUE.wav,indoor_light_machines,s87IYYmn1fQ.wav,saxophone
clips_audios/val/_7oWZq_s_Sk/_7oWZq_s_Sk_1620_1680_8.wav,dYh1Iqtfbsc.wav,sheep,DwQ1WyGETDY.wav,alarm_clock,F0StNDt5xE8.wav,drums,TDORLm3QYyA.wav,fireworks,1FnA3w94zXI.wav,guitar
